en,example,uk,example,links
mapping,"A mapping object maps hashable values to arbitrary objects. There is currently only one standard mapping type, the dictionary",зіставлення,Об’єкт зіставлення зіставляє хешовані значення з довільними об’єктами.,[зіставлення vs співставлення](https://onlinecorrector.com.ua/uk/%D0%B7%D1%96%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F/)

